author_name,news_channel,url
Ashitha-Nagesh,The Guardian,http://theguardian.com/
Ashitha-Nagesh,Terra,http://terra.com.br
Ashitha-Nagesh,The Independent,http://independent.co.uk/
Ashitha-Nagesh,La Nación (Argentina),http://lanacion.com.ar
Ashitha-Nagesh,Metro (UK),http://metro.co.uk
Shumaila-Jaffery,UOL,http://uol.com.br
Shumaila-Jaffery,BBC,https://bbc.co.uk/
Shumaila-Jaffery,BBC Mundo,http://www.bbc.com/mundo
Shumaila-Jaffery,Terra,http://terra.com.br
Shumaila-Jaffery,Yahoo News,https://news.yahoo.com/
Shumaila-Jaffery,Estado De Minas,http://em.com.br
Shumaila-Jaffery,Yahoo Brazil,http://br.yahoo.com
Nina-Goswami,BBC,https://bbc.co.uk/
Nina-Goswami,BBC News,https://www.bbc.com/news
Nina-Goswami,Yahoo Finance,https://finance.yahoo.com/
Nina-Goswami,InContext,http://independent.co.uk/
Valdya-Baraputri,BBC,https://bbc.co.uk/
Valdya-Baraputri,MSN,http://msn.com/
Valdya-Baraputri,Yahoo News,https://news.yahoo.com/
Valdya-Baraputri,Yahoo,https://yahoo.com/
Valdya-Baraputri,Voice of America (VOA),http://voanews.com/
Valdya-Baraputri,El Imparcial,http://elimparcial.com
Valdya-Baraputri,Telegram & Gazette,http://independent.co.uk/
Valdya-Baraputri,"WCVB-TV (Boston, MA)",http://independent.co.uk/
Valdya-Baraputri,The Berkshire Eagle,http://independent.co.uk/
Valdya-Baraputri,BU News Service,http://independent.co.uk/
Sam-Cabral,BBC,https://bbc.co.uk/
Sam-Cabral,UOL Notícias,http://noticias.uol.com.br
Sam-Cabral,Yahoo Entertainment,https://www.yahoo.com/entertainment/
Sam-Cabral,Terra,http://terra.com.br
Sam-Cabral,Yahoo News,https://news.yahoo.com/
Sam-Cabral,Yahoo News Australia,https://au.news.yahoo.com/
Sam-Cabral,Yahoo Singapore,https://sg.news.yahoo.com/
Sam-Cabral,Yahoo,https://yahoo.com/
Sam-Cabral,Yahoo Finance,https://finance.yahoo.com/
Sam-Cabral,Estado De Minas,http://em.com.br
Sam-Cabral,Yahoo Sports Canada,https://ca.sports.yahoo.com
Luiza-Franco,Americas Quarterly,http://independent.co.uk/
Ruth-Clegg,BBC News,https://www.bbc.com/news
Ruth-Clegg,UOL Notícias,http://noticias.uol.com.br
Ruth-Clegg,BBC,https://bbc.co.uk/
Ruth-Clegg,Terra,http://terra.com.br
Ruth-Clegg,Yahoo,https://yahoo.com/
Ruth-Clegg,Estado De Minas,http://em.com.br
Ruth-Clegg,El Imparcial,http://elimparcial.com
Ruth-Clegg,Yahoo Brazil,http://br.yahoo.com
Ruth-Clegg,Yahoo Esportes,https://esportes.yahoo.com/
Tomos-Lewis,BBC,https://bbc.co.uk/
David-Brown,BBC,https://bbc.co.uk/
David-Brown,Yahoo Entertainment,https://www.yahoo.com/entertainment/
David-Brown,Terra,http://terra.com.br
David-Brown,Yahoo Canada,https://ca.news.yahoo.com/
David-Brown,Yahoo India,https://in.news.yahoo.com/
David-Brown,Yahoo News,https://news.yahoo.com/
David-Brown,Yahoo News Australia,https://au.news.yahoo.com/
David-Brown,Yahoo News New Zealand,http://independent.co.uk/
David-Brown,Yahoo News Philippines,http://independent.co.uk/
David-Brown,Yahoo News UK,https://uk.news.yahoo.com/
Indrani-Basu,BBC News,https://www.bbc.com/news
Indrani-Basu,BBC,https://bbc.co.uk/
Indrani-Basu,HuffPost,https://huffpost.com/
Indrani-Basu,Yahoo Sports,https://sports.yahoo.com/
Indrani-Basu,El Imparcial,http://elimparcial.com
Indrani-Basu,HuffPost India,http://independent.co.uk/
Indrani-Basu,Religion News Service,http://independent.co.uk/
Indrani-Basu,Yahoo Brazil,http://br.yahoo.com
Indrani-Basu,A&E - Real Crime,http://independent.co.uk/
Indrani-Basu,"WFAE-FM (Charlotte, NC)",http://independent.co.uk/
Indrani-Basu,The Wisconsin Center for Investigative Journalism,http://independent.co.uk/
Chris-Clements,BBC,https://bbc.co.uk/
Chris-Clements,BBC Radio Scotland,http://independent.co.uk/
Chris-Clements,Daily Mirror,http://mirror.co.uk/
Chris-Clements,Fandom,http://independent.co.uk/
Chris-Clements,Airdrie & Coatbridge Advertiser,http://independent.co.uk/
Chris-Clements,Ayrshire Post,http://dailyrecord.co.uk/all-about/ayr
Chris-Clements,Kilmarnock Standard,http://independent.co.uk/
Chris-Clements,Scottish Daily Record,http://independent.co.uk/
Chris-Clements,Stv News,http://independent.co.uk/
Chris-Clements,Security Magazine,http://independent.co.uk/
Chris-Clements,The State Press,http://independent.co.uk/
Chris-Clements,Cannabis Culture,http://independent.co.uk/
Jo-Couzens,UOL Notícias,http://noticias.uol.com.br
Jo-Couzens,BBC,https://bbc.co.uk/
Jo-Couzens,Terra,http://terra.com.br
Jo-Couzens,Yahoo,https://yahoo.com/
Jo-Couzens,Estado De Minas,http://em.com.br
Jo-Couzens,Yahoo Brazil,http://br.yahoo.com
Chris-Bockman,BBC,https://bbc.co.uk/
Chris-Bockman,BBC Mundo,http://www.bbc.com/mundo
Chris-Bockman,Revista Época,https://oglobo.globo.com/epoca/
Chris-Bockman,Daily Mail,https://www.dailymail.co.uk/home/index.html
Chris-Bockman,Daily Mirror,http://mirror.co.uk/
Chris-Bockman,Terra,http://terra.com.br
Chris-Bockman,The Independent,http://independent.co.uk/
Chris-Bockman,The Telegraph,https://www.telegraph.co.uk/
Chris-Bockman,The Star (Malaysia),http://independent.co.uk/
Chris-Bockman,Yahoo Brazil,http://br.yahoo.com
Waiyee-Yip,INSIDER,http://insider.com
Waiyee-Yip,UOL Notícias,http://noticias.uol.com.br
Waiyee-Yip,BBC,https://bbc.co.uk/
Waiyee-Yip,G1,http://g1.globo.com
Waiyee-Yip,Yahoo Entertainment,https://www.yahoo.com/entertainment/
Waiyee-Yip,Business Insider,https://www.businessinsider.com/
Waiyee-Yip,MSN,http://msn.com/
Waiyee-Yip,Terra,http://terra.com.br
Waiyee-Yip,Yahoo Canada,https://ca.news.yahoo.com/
Waiyee-Yip,Yahoo News,https://news.yahoo.com/
Waiyee-Yip,Yahoo News Malaysia,https://malaysia.news.yahoo.com/
Faarea-Masud,BBC,https://bbc.co.uk/
Faarea-Masud,Yahoo News,https://news.yahoo.com/
Faarea-Masud,Yahoo Finance,https://finance.yahoo.com/
Faarea-Masud,Yahoo Sports Canada,https://ca.sports.yahoo.com
Jake-Horton,UOL,http://uol.com.br
Jake-Horton,UOL Notícias,http://noticias.uol.com.br
Jake-Horton,BBC,https://bbc.co.uk/
Jake-Horton,BBC Mundo,http://www.bbc.com/mundo
Jake-Horton,Yahoo News,https://news.yahoo.com/
Jake-Horton,Yahoo,https://yahoo.com/
Jake-Horton,Estado De Minas,http://em.com.br
Jake-Horton,El Imparcial,http://elimparcial.com
Jake-Horton,Yahoo Brazil,http://br.yahoo.com
Jake-Horton,RealClear World,http://independent.co.uk/
Joe-Crowley,CNN,http://cnn.com
Joe-Crowley,HuffPost,https://huffpost.com/
Joe-Crowley,Chicago Tribune,http://independent.co.uk/
Joe-Crowley,CNBC,http://cnbc.com/
Joe-Crowley,New York Daily News,http://independent.co.uk/
Joe-Crowley,Newsweek,http://newsweek.com
Joe-Crowley,The Atlantic,http://theatlantic.com
Joe-Crowley,Fortune,http://fortune.com
Joe-Crowley,International Business Times (U.S.),http://independent.co.uk/
Joe-Crowley,The Hill,http://thehill.com/
Rayhan-Demytrie,UOL Notícias,http://noticias.uol.com.br
Rayhan-Demytrie,BBC,https://bbc.co.uk/
Rayhan-Demytrie,La Nación (Argentina),http://lanacion.com.ar
Rayhan-Demytrie,El Imparcial,http://elimparcial.com
Frey-Lindsay,BBC,https://bbc.co.uk/
Frey-Lindsay,Forbes,http://forbes.com
Frey-Lindsay,BBC Mundo,http://www.bbc.com/mundo
Frey-Lindsay,Yahoo Finance,https://finance.yahoo.com/
Frey-Lindsay,Marketplace,http://marketplace.org/
Frey-Lindsay,Verdict,http://independent.co.uk/
Nell-Mackenzie,Reuters,http://reuters.com/
Nell-Mackenzie,BBC,https://bbc.co.uk/
Nell-Mackenzie,BBC Mundo,http://www.bbc.com/mundo
Nell-Mackenzie,Revista Época,https://oglobo.globo.com/epoca/
Nell-Mackenzie,Business Insider,https://www.businessinsider.com/
Nell-Mackenzie,INSIDER,http://insider.com
Nell-Mackenzie,Metro (UK),http://metro.co.uk
Nell-Mackenzie,The Times,http://thetimes.co.uk/
Nell-Mackenzie,U.S. News & World Report,http://usnews.com
Nell-Mackenzie,Yahoo,https://yahoo.com/
Nell-Mackenzie,Yahoo Finance,https://finance.yahoo.com/
Andrew-Clarance,UOL,http://uol.com.br
Andrew-Clarance,BBC,https://bbc.co.uk/
Andrew-Clarance,Yahoo News,https://news.yahoo.com/
Andrew-Clarance,Yahoo Singapore,https://sg.news.yahoo.com/
Andrew-Clarance,Yahoo,https://yahoo.com/
Andrew-Clarance,Indian Express,http://independent.co.uk/
Andrew-Clarance,El Imparcial,http://elimparcial.com
Elna-Schutz,BBC,https://bbc.co.uk/
Elna-Schutz,Medium,http://medium.com/
Elna-Schutz,MSN South Africa,https://msn.com/en-za/
Elna-Schutz,Yahoo News,https://news.yahoo.com/
Elna-Schutz,Yahoo News Australia,https://au.news.yahoo.com/
Elna-Schutz,News24,http://independent.co.uk/
Elna-Schutz,Independent Online,http://independent.co.uk/
Elna-Schutz,AllAfrica,http://allafrica.com
Elna-Schutz,The Times South Africa,http://timeslive.co.za/
Elna-Schutz,Bizcommunity,http://bizcommunity.com
Janhavee-Moole,BBC,https://bbc.co.uk/
Christine-Ro,UOL,http://uol.com.br
Christine-Ro,BBC,https://bbc.co.uk/
Christine-Ro,BBC Mundo,http://www.bbc.com/mundo
Christine-Ro,Época Negócios,http://epocanegocios.globo.com
Christine-Ro,Forbes,http://forbes.com
Christine-Ro,Medium,http://medium.com/
Christine-Ro,Revista Época,https://oglobo.globo.com/epoca/
Christine-Ro,The New York Times,http://nytimes.com/
Christine-Ro,Bloomberg CityLab,https://bloomberg.com/citylab
Christine-Ro,HuffPost,https://huffpost.com/
LaToya-Harding,BBC,https://bbc.co.uk/
LaToya-Harding,MSN,http://msn.com/
LaToya-Harding,MSN South Africa,https://msn.com/en-za/
LaToya-Harding,MSN UK,http://msn.com/en-gb
LaToya-Harding,The Telegraph,https://www.telegraph.co.uk/
LaToya-Harding,Yahoo Canada,https://ca.news.yahoo.com/
LaToya-Harding,Yahoo India,https://in.news.yahoo.com/
LaToya-Harding,Yahoo News,https://news.yahoo.com/
LaToya-Harding,Yahoo News Australia,https://au.news.yahoo.com/
LaToya-Harding,Yahoo News Malaysia,https://malaysia.news.yahoo.com/
Cemlyn-Davies,BBC,https://bbc.co.uk/
Nathan-Gower,BBC,https://bbc.co.uk/
Nathan-Gower,Computerworld Australia,http://independent.co.uk/
Nathan-Gower,Computerworld New Zealand,http://independent.co.uk/
Nathan-Gower,CIO Australia,http://independent.co.uk/
Nathan-Gower,The Canberra Times,http://independent.co.uk/
Nathan-Gower,Techworld Australia,http://independent.co.uk/
Nathan-Gower,Which-50,http://independent.co.uk/
Nathan-Gower,Lawyers Weekly,http://independent.co.uk/
Nathan-Gower,Government News,http://independent.co.uk/
Nathan-Gower,The Mandarin,http://independent.co.uk/
Charlotte-Ball,Hitched (UK),http://independent.co.uk/
Emily-McAuliffe,BBC,https://bbc.co.uk/
Emily-McAuliffe,The Telegraph,https://www.telegraph.co.uk/
Emily-McAuliffe,Yahoo Finance,https://finance.yahoo.com/
Emily-McAuliffe,Lonely Planet,http://independent.co.uk/
Emily-McAuliffe,HR Daily Advisor,http://independent.co.uk/
Emily-McAuliffe,BenefitsPRO Magazine,http://independent.co.uk/
Emily-McAuliffe,Women's Agenda,http://independent.co.uk/
Emily-McAuliffe,AUSTRALIAN TRAVELLER,http://independent.co.uk/
Emily-McAuliffe,Border Chronicle,http://independent.co.uk/
Mary-Goodhart,BBC,https://bbc.co.uk/
Mary-Goodhart,The Comb,http://independent.co.uk/
Mary-Goodhart,BBC Mundo,http://www.bbc.com/mundo
Magdi-Abdelhadi,BBC,https://bbc.co.uk/
Magdi-Abdelhadi,The Guardian,http://theguardian.com/
Magdi-Abdelhadi,Yahoo News,https://news.yahoo.com/
Magdi-Abdelhadi,Yahoo,https://yahoo.com/
Magdi-Abdelhadi,New Lines Magazine,http://independent.co.uk/
Magdi-Abdelhadi,Redress Information & Analysis,http://independent.co.uk/
Laura-Heighton-Ginns,BBC,https://bbc.co.uk/
Louise-Dewast,BBC,https://bbc.co.uk/
Louise-Dewast,Yahoo News,https://news.yahoo.com/
Louise-Dewast,Yahoo Singapore,https://sg.news.yahoo.com/
Louise-Dewast,ABC News,http://abcnews.go.com
Louise-Dewast,ABC NewsOne,http://independent.co.uk/
Louise-Dewast,Yahoo,https://yahoo.com/
Louise-Dewast,Yahoo Finance,https://finance.yahoo.com/
Louise-Dewast,Yahoo Finance UK,https://uk.finance.yahoo.com
Louise-Dewast,International Business Times (U.S.),http://independent.co.uk/
Louise-Dewast,Barron's,http://independent.co.uk/
Kash-Jones,Hip Hop Weekly,http://independent.co.uk/
Kash-Jones,BBC,https://bbc.co.uk/
Kash-Jones,Baller Alert,http://independent.co.uk/
Hayley-Westcott,BBC,https://bbc.co.uk/
Hayley-Westcott,BBC Mundo,http://www.bbc.com/mundo
Hayley-Westcott,Devon Live,http://devonlive.com
Hayley-Westcott,News Sniffer,http://newssniffer.co.uk
Tamsyn-Kent,BBC,https://bbc.co.uk/
Michael-Race,BBC,https://bbc.co.uk/
Michael-Race,BBC Mundo,http://www.bbc.com/mundo
Michael-Race,BBC Sport,http://www.bbc.com/sport
Michael-Race,Daily Mirror,http://mirror.co.uk/
Michael-Race,Terra,http://terra.com.br
Michael-Race,Yahoo News,https://news.yahoo.com/
Michael-Race,Yahoo News Australia,https://au.news.yahoo.com/
Michael-Race,Yahoo Singapore,https://sg.news.yahoo.com/
Michael-Race,La Nación (Argentina),http://lanacion.com.ar
Michael-Race,Yahoo,https://yahoo.com/
Michael-Race,Estado De Minas,http://em.com.br
Lucy-Proctor,BBC,https://bbc.co.uk/
Lucy-Proctor,BBC Mundo,http://www.bbc.com/mundo
Lucy-Proctor,Terra,http://terra.com.br
Lucy-Proctor,La Nación (Argentina),http://lanacion.com.ar
Lucy-Proctor,Yahoo Brazil,http://br.yahoo.com
Lucy-Proctor,SEN,http://independent.co.uk/
Shamaan-Freeman-Powell,Sky News,http://independent.co.uk/
Shamaan-Freeman-Powell,BBC,https://bbc.co.uk/
Shamaan-Freeman-Powell,The Sun,http://thesun.co.uk/
Shamaan-Freeman-Powell,Rochdale Observer,http://independent.co.uk/
Shamaan-Freeman-Powell,The Scottish Sun,http://independent.co.uk/
Shamaan-Freeman-Powell,The Voice (UK),http://independent.co.uk/
Shamaan-Freeman-Powell,News Shopper Series,http://independent.co.uk/
Shamaan-Freeman-Powell,Sutton & Croydon Guardian,http://independent.co.uk/
Shamaan-Freeman-Powell,This Is Local London,http://thisislocallondon.co.uk
Shamaan-Freeman-Powell,Asian Image,http://independent.co.uk/
Shamaan-Freeman-Powell,Silk 106.9,http://independent.co.uk/
Johanna-Carr,BBC,https://bbc.co.uk/
Johanna-Carr,BBC Mundo,http://www.bbc.com/mundo
Johanna-Carr,G1,http://g1.globo.com
Johanna-Carr,Daily Mirror,http://mirror.co.uk/
Johanna-Carr,MSN UK,http://msn.com/en-gb
Johanna-Carr,The Independent,http://independent.co.uk/
Johanna-Carr,News.com.au,http://independent.co.uk/
Johanna-Carr,Yahoo,https://yahoo.com/
Johanna-Carr,Irish Independent,http://independent.ie
Johanna-Carr,Scotland on Sunday,http://scotsman.com/
Johanna-Carr,The Scotsman,http://scotsman.com/
Ferdinand-Omondi,BBC,https://bbc.co.uk/
Ferdinand-Omondi,Yahoo News,https://news.yahoo.com/
Ferdinand-Omondi,Yahoo,https://yahoo.com/
Ferdinand-Omondi,The Elephant,http://independent.co.uk/
Bronagh-Munro,BBC,https://bbc.co.uk/
Bronagh-Munro,Daily Mirror,http://mirror.co.uk/
Caleb-Spencer,BBC,https://bbc.co.uk/
Caleb-Spencer,Medium,http://medium.com/
Caleb-Spencer,Daily Mirror,http://mirror.co.uk/
Caleb-Spencer,Ayrshire Post,http://dailyrecord.co.uk/all-about/ayr
Caleb-Spencer,Cambrian News,http://independent.co.uk/
Lindsay-Brown,BBC,https://bbc.co.uk/
Lindsay-Brown,Illumination Curated,http://independent.co.uk/
Lindsay-Brown,Medium,http://medium.com/
Lindsay-Brown,ABC News,http://abcnews.go.com
Lindsay-Brown,Wiley Online Library,http://onlinelibrary.wiley.com
Lindsay-Brown,Denver Business Journal,http://bizjournals.com/denver/
Lindsay-Brown,Lonely Planet,http://independent.co.uk/
Lindsay-Brown,Springer,http://independent.co.uk/
Lindsay-Brown,MDPI,http://independent.co.uk/
Lindsay-Brown,Vogue,http://independent.co.uk/
Lindsay-Brown,Inside Higher Ed,http://independent.co.uk/
Jimmy-Blake,BBC,https://bbc.co.uk/
Gwyneth-Rees,BBC,https://bbc.co.uk/
Gwyneth-Rees,BBC Mundo,http://www.bbc.com/mundo
Gwyneth-Rees,Daily Mail,https://www.dailymail.co.uk/home/index.html
Gwyneth-Rees,MSN UK,http://msn.com/en-gb
Gwyneth-Rees,BMJ Open Diabetes Research & Care,http://independent.co.uk/
Gwyneth-Rees,Edinburgh Evening News,http://edinburghnews.scotsman.com/
Gwyneth-Rees,The Scotsman,http://scotsman.com/
Gwyneth-Rees,The i Paper,http://inews.co.uk
Gwyneth-Rees,Female First,http://independent.co.uk/
Gwyneth-Rees,The Yorkshire Post,http://independent.co.uk/
Chinki-Sinha,BBC,https://bbc.co.uk/
Chinki-Sinha,Yahoo India,https://in.news.yahoo.com/
Chinki-Sinha,The Times of India,http://timesofindia.indiatimes.com
Chinki-Sinha,VICE,http://vice.com/
Chinki-Sinha,Al Jazeera,http://independent.co.uk/
Chinki-Sinha,Firstpost,http://independent.co.uk/
Chinki-Sinha,India Today,http://independent.co.uk/
Chinki-Sinha,Outlook (India),http://independent.co.uk/
Chinki-Sinha,The Quint,http://thequint.com
Chinki-Sinha,The Wire (India),http://thewire.in
Duncan-Middleton,BBC,https://bbc.co.uk/
Nazima-Pathan,BBC,https://bbc.co.uk/
Nazima-Pathan,Great British Chefs,http://independent.co.uk/
Nazima-Pathan,Naija247News,http://independent.co.uk/
Alex-Moss,BBC Mundo,http://www.bbc.com/mundo
Alex-Moss,People Magazine,http://people.com
Alex-Moss,Salt Lake Tribune,http://independent.co.uk/
Alex-Moss,Ipswich Star,http://independent.co.uk/
Alex-Moss,East Anglian Daily Times,http://independent.co.uk/
Alex-Moss,Lincolnshire Live,http://independent.co.uk/
Alex-Moss,Bury Free Press,http://independent.co.uk/
Alex-Moss,Suffolk News,http://independent.co.uk/
Alex-Moss,Lowestoft Journal,http://independent.co.uk/
Alex-Moss,Saffron Walden Reporter,http://independent.co.uk/
Lucy-Edwards,BBC,https://bbc.co.uk/
Lucy-Edwards,The Guardian,http://theguardian.com/
Lucy-Edwards,Nature,http://nature.com
Lucy-Edwards,The Times,http://thetimes.co.uk/
Lucy-Edwards,VICE,http://vice.com/
Lucy-Edwards,VICE UK,https://vice.com/en_uk
Lucy-Edwards,HuffPost UK,http://huffingtonpost.co.uk
Lucy-Edwards,Dazed Magazine,http://dazeddigital.com
Lucy-Edwards,Cumbria Crack,http://independent.co.uk/
Lucy-Edwards,The Spectator Australia,http://independent.co.uk/
Yemisi-Adegoke,BBC South Africa,http://bbcsouthafrica.com
Yemisi-Adegoke,BBC,https://bbc.co.uk/
Yemisi-Adegoke,CNN,http://cnn.com
Yemisi-Adegoke,CNN International,http://edition.cnn.com/
Yemisi-Adegoke,The Guardian,http://theguardian.com/
Yemisi-Adegoke,Quartz,http://qz.com/
Yemisi-Adegoke,Flipboard,http://flipboard.com
Yemisi-Adegoke,The Guardian (Nigeria),http://guardian.ng
Yemisi-Adegoke,AllAfrica,http://allafrica.com
Yemisi-Adegoke,Daily Monitor,http://monitor.co.ug/
Lucy-Owen,BBC,https://bbc.co.uk/
Lucy-Owen,The Guardian,http://theguardian.com/
Lucy-Owen,La Nación (Argentina),http://lanacion.com.ar
Lucy-Owen,Yahoo,https://yahoo.com/
Lucy-Owen,El Imparcial,http://elimparcial.com
Lucy-Owen,La Prensa Gráfica,http://laprensagrafica.com
Lucy-Owen,Around The Rings,http://independent.co.uk/
Adina-Campbell,BBC,https://bbc.co.uk/
Adina-Campbell,BBC Mundo,http://www.bbc.com/mundo
Adina-Campbell,The Student Room,http://independent.co.uk/
Adina-Campbell,Archyworldys,http://independent.co.uk/
Adina-Campbell,User Walls,http://userwalls.com
Emily-Kasriel,BBC,https://bbc.co.uk/
Emily-Kasriel,BBC Mundo,http://www.bbc.com/mundo
Emily-Kasriel,Financial Times,http://ft.com/
Emily-Kasriel,El Imparcial,http://elimparcial.com
Emily-Kasriel,Prospect Magazine,http://independent.co.uk/
Emily-Kasriel,Stanford Social Innovation Review,http://independent.co.uk/
George-Bowden,BBC,https://bbc.co.uk/
George-Bowden,BBC Mundo,http://www.bbc.com/mundo
George-Bowden,HuffPost,https://huffpost.com/
George-Bowden,Sunday Mirror,http://mirror.co.uk/
George-Bowden,Terra,http://terra.com.br
George-Bowden,Yahoo India,https://in.news.yahoo.com/
George-Bowden,Aol,http://aol.com
George-Bowden,Yahoo,https://yahoo.com/
George-Bowden,Estado De Minas,http://em.com.br
George-Bowden,Flipboard,http://flipboard.com
George-Bowden,HuffPost UK,http://huffingtonpost.co.uk
Abdujalil-Abdurasulov,BBC,https://bbc.co.uk/
Abdujalil-Abdurasulov,UOL Notícias,http://noticias.uol.com.br
Abdujalil-Abdurasulov,Revista Época,https://oglobo.globo.com/epoca/
Abdujalil-Abdurasulov,Terra,http://terra.com.br
Abdujalil-Abdurasulov,Yahoo News,https://news.yahoo.com/
Abdujalil-Abdurasulov,Yahoo Singapore,https://sg.news.yahoo.com/
Abdujalil-Abdurasulov,La Nación (Argentina),http://lanacion.com.ar
Abdujalil-Abdurasulov,Yahoo,https://yahoo.com/
Abdujalil-Abdurasulov,Estado De Minas,http://em.com.br
Abdujalil-Abdurasulov,Christian Science Monitor,http://independent.co.uk/
Abdujalil-Abdurasulov,El Imparcial,http://elimparcial.com
Pedro-Garcia,Color Research & Application,https://onlinelibrary.wiley.com/journal/15206378
Pedro-Garcia,VICE,http://vice.com/
Pedro-Garcia,Yahoo,https://yahoo.com/
Pedro-Garcia,The Conversation,http://theconversation.com
Pedro-Garcia,Expansión,http://expansion.com
Pedro-Garcia,Público (Spain),http://independent.co.uk/
Pedro-Garcia,Cadena SER,http://independent.co.uk/
Pedro-Garcia,La Razón,http://independent.co.uk/
Pedro-Garcia,South Florida Sun Sentinel,http://independent.co.uk/
Pedro-Garcia,Cape Argus,http://independent.co.uk/
Shruti-Menon,BBC,https://bbc.co.uk/
Shruti-Menon,MSN,http://msn.com/
Shruti-Menon,MSN India,http://independent.co.uk/
Shruti-Menon,Yahoo India,https://in.news.yahoo.com/
Shruti-Menon,Yahoo News,https://news.yahoo.com/
Shruti-Menon,Yahoo,https://yahoo.com/
Shruti-Menon,NDTV,http://independent.co.uk/
Shruti-Menon,Firstpost,http://independent.co.uk/
Shruti-Menon,The Hindu,http://independent.co.uk/
Shruti-Menon,Yahoo España,https://es.noticias.yahoo.com/
Sooraj-Shah,BBC,https://bbc.co.uk/
Sooraj-Shah,BBC Mundo,http://www.bbc.com/mundo
Sooraj-Shah,Forbes,http://forbes.com
Sooraj-Shah,The Guardian,http://theguardian.com/
Sooraj-Shah,Business Insider,https://www.businessinsider.com/
Sooraj-Shah,The Independent,http://independent.co.uk/
Sooraj-Shah,Financial Times,http://ft.com/
Sooraj-Shah,Yahoo,https://yahoo.com/
Sooraj-Shah,Yahoo Finance,https://finance.yahoo.com/
Sooraj-Shah,Lonely Planet,http://independent.co.uk/
Robert-Cuffe,BBC,https://bbc.co.uk/
Robert-Cuffe,BBC Mundo,http://www.bbc.com/mundo
Robert-Cuffe,Terra,http://terra.com.br
Robert-Cuffe,Yahoo Brazil,http://br.yahoo.com
Robert-Cuffe,FR24 News,http://independent.co.uk/
Robert-Cuffe,The St Kitts Nevis Observer,http://independent.co.uk/
Robert-Cuffe,Yerepouni Daily News,http://yerepouni-news.com
Robert-Cuffe,Knowledia,http://independent.co.uk/
Holly-Honderich,BBC World,https://www.bbc.com/news/world
Holly-Honderich,UOL,http://uol.com.br
Holly-Honderich,UOL Notícias,http://noticias.uol.com.br
Holly-Honderich,BBC,https://bbc.co.uk/
Holly-Honderich,BBC Mundo,http://www.bbc.com/mundo
Holly-Honderich,G1,http://g1.globo.com
Holly-Honderich,Revista Época,https://oglobo.globo.com/epoca/
Holly-Honderich,Terra,http://terra.com.br
Holly-Honderich,USA Today,http://usatoday.com/
Holly-Honderich,Yahoo Canada,https://ca.news.yahoo.com/
Holly-Honderich,Yahoo India,https://in.news.yahoo.com/
Callum-Tulley,BBC News,https://www.bbc.com/news
Callum-Tulley,BBC Three,http://independent.co.uk/
Callum-Tulley,BBC,https://bbc.co.uk/
Helena-Wilkinson,BBC,https://bbc.co.uk/
Helena-Wilkinson,The Guardian,http://theguardian.com/
Helena-Wilkinson,News Sniffer,http://newssniffer.co.uk
Helena-Wilkinson,London Daily News,http://independent.co.uk/
Harriet-Orrell,BBC News,https://www.bbc.com/news
Harriet-Orrell,UOL,http://uol.com.br
Harriet-Orrell,UOL Notícias,http://noticias.uol.com.br
Harriet-Orrell,BBC,https://bbc.co.uk/
Harriet-Orrell,G1,http://g1.globo.com
Harriet-Orrell,Daily Mail,https://www.dailymail.co.uk/home/index.html
Harriet-Orrell,Terra,http://terra.com.br
Harriet-Orrell,The Independent,http://independent.co.uk/
Harriet-Orrell,The Sun,http://thesun.co.uk/
Harriet-Orrell,Yahoo News,https://news.yahoo.com/
Harriet-Orrell,La Nación (Argentina),http://lanacion.com.ar
Rob-Thomas,Cap Times,http://independent.co.uk/
Rob-Thomas,Madison.com,http://independent.co.uk/
Rob-Thomas,LinkedIn,http://linkedin.com/
Rob-Thomas,BBC,https://bbc.co.uk/
Rob-Thomas,Forbes,http://forbes.com
Rob-Thomas,Medium,http://medium.com/
Rob-Thomas,The IMDb Show,http://imdb.com/show
Rob-Thomas,Canadian Broadcasting Corporation (CBC),http://independent.co.uk/
Rob-Thomas,Billboard,http://independent.co.uk/
Rob-Thomas,Fortune,http://fortune.com
Rob-Thomas,Quartz,http://qz.com/
Rob-Thomas,Rotten Tomatoes,http://independent.co.uk/
Driss-El-Bay,BBC,https://bbc.co.uk/
Driss-El-Bay,Yahoo Sports,https://sports.yahoo.com/
Emma-Hallett,BBC,https://bbc.co.uk/
Emma-Hallett,BBC Mundo,http://www.bbc.com/mundo
Emma-Hallett,Terra,http://terra.com.br
Emma-Hallett,Yahoo,https://yahoo.com/
Emma-Hallett,Yahoo Finanças,https://br.financas.yahoo.com/
Emma-Hallett,PA Media,http://independent.co.uk/
Jack-Hunter,BBC Radio 4,https://bbc.co.uk/radio4
Jack-Hunter,BBC World Service,https://bbc.co.uk/worldserviceradio
Jack-Hunter,BBC,https://bbc.co.uk/
Jack-Hunter,Reuters,http://reuters.com/
Jack-Hunter,The Guardian,http://theguardian.com/
Jack-Hunter,Daily Mail,https://www.dailymail.co.uk/home/index.html
Jack-Hunter,MSN,http://msn.com/
Jack-Hunter,MSN UK,http://msn.com/en-gb
Jack-Hunter,Yahoo Canada,https://ca.news.yahoo.com/
Jack-Hunter,Yahoo Singapore,https://sg.news.yahoo.com/
Jack-Hunter,CNBC,http://cnbc.com/
Jack-Hunter,The Times,http://thetimes.co.uk/
Sam-Gruet,BBC,https://bbc.co.uk/
