author_name,news_channel,url
Thomas-Fabbri,BBC Mundo,http://www.bbc.com/mundo
Thomas-Fabbri,JD Supra,http://jdsupra.com
Sandish-Shoker,BBC,https://bbc.co.uk/
Sandish-Shoker,Terra,http://terra.com.br
Sandish-Shoker,Yahoo,https://yahoo.com/
Sandish-Shoker,El Imparcial,http://elimparcial.com
Sandish-Shoker,La Prensa Gráfica,http://laprensagrafica.com
Sandish-Shoker,Lexology,http://lexology.com
Bethany-Dawson,BBC,https://bbc.co.uk/
Bethany-Dawson,Medium,http://medium.com/
Bethany-Dawson,Business Insider,https://www.businessinsider.com/
Bethany-Dawson,MSN Australia,https://msn.com/en-au
Bethany-Dawson,MSN India,http://independent.co.uk/
Bethany-Dawson,MSN South Africa,https://msn.com/en-za/
Bethany-Dawson,MSN UK,http://msn.com/en-gb
Bethany-Dawson,The Telegraph,https://www.telegraph.co.uk/
Bethany-Dawson,Yahoo Canada,https://ca.news.yahoo.com/
Bethany-Dawson,Yahoo News,https://news.yahoo.com/
Karishma-Vaswani,BBC,https://bbc.co.uk/
Karishma-Vaswani,BBC Mundo,http://www.bbc.com/mundo
Karishma-Vaswani,Época Negócios,http://epocanegocios.globo.com
Karishma-Vaswani,Revista Época,https://oglobo.globo.com/epoca/
Karishma-Vaswani,Terra,http://terra.com.br
Karishma-Vaswani,Yahoo News,https://news.yahoo.com/
Karishma-Vaswani,La Nación (Argentina),http://lanacion.com.ar
Karishma-Vaswani,Yahoo,https://yahoo.com/
Karishma-Vaswani,Yahoo Finance,https://finance.yahoo.com/
Karishma-Vaswani,El Imparcial,http://elimparcial.com
Karishma-Vaswani,Radio New Zealand (RNZ),https://rnz.co.nz/
Stephanie-Hegarty,BBC,https://bbc.co.uk/
Stephanie-Hegarty,Brasil Online,https://bol.uol.com.br
Stephanie-Hegarty,UOL Notícias,http://noticias.uol.com.br
Stephanie-Hegarty,BBC Mundo,http://www.bbc.com/mundo
Stephanie-Hegarty,Revista Época,https://oglobo.globo.com/epoca/
Stephanie-Hegarty,Terra,http://terra.com.br
Stephanie-Hegarty,Yahoo News,https://news.yahoo.com/
Stephanie-Hegarty,Yahoo,https://yahoo.com/
Stephanie-Hegarty,Estado De Minas,http://em.com.br
Stephanie-Hegarty,Flipboard,http://flipboard.com
Stephanie-Hegarty,El Imparcial,http://elimparcial.com
Georgie-Bevan,BBC,https://bbc.co.uk/
Georgie-Bevan,BBC Mundo,http://www.bbc.com/mundo
Georgie-Bevan,Memory Studies,https://journals.sagepub.com/home/mss
Myles-Bonnar,BBC,https://bbc.co.uk/
Myles-Bonnar,BBC Mundo,http://www.bbc.com/mundo
Myles-Bonnar,Época Negócios,http://epocanegocios.globo.com
Myles-Bonnar,The Telegraph,https://www.telegraph.co.uk/
Dickens-Olewe,Apple Events,http://independent.co.uk/
Dickens-Olewe,BBC,https://bbc.co.uk/
Dickens-Olewe,In Business Africa,http://independent.co.uk/
Dickens-Olewe,Revista Época,https://oglobo.globo.com/epoca/
Dickens-Olewe,Terra,http://terra.com.br
Dickens-Olewe,Yahoo News,https://news.yahoo.com/
Dickens-Olewe,Yahoo,https://yahoo.com/
Dickens-Olewe,Yahoo Sports Canada,https://ca.sports.yahoo.com
Dickens-Olewe,El Imparcial,http://elimparcial.com
Dickens-Olewe,AllAfrica,http://allafrica.com
Linda-Sinclair,BBC,https://bbc.co.uk/
Linda-Sinclair,Nature,http://nature.com
Linda-Sinclair,Science Magazine,http://science.org
Damian-Grammaticas,BBC,https://bbc.co.uk/
Damian-Grammaticas,BBC Mundo,http://www.bbc.com/mundo
Damian-Grammaticas,Yahoo,https://yahoo.com/
Damian-Grammaticas,News Sniffer,http://newssniffer.co.uk
Damian-Grammaticas,London Daily News,http://independent.co.uk/
Damian-Grammaticas,EMEA Tribune,http://emeatribune.com
Krutika-Pathi,Associated Press,http://independent.co.uk/
Krutika-Pathi,BBC,https://bbc.co.uk/
Krutika-Pathi,Bloomberg CityLab,https://bloomberg.com/citylab
Krutika-Pathi,Bloomberg News,http://bloomberg.com
Krutika-Pathi,HuffPost,https://huffpost.com/
Krutika-Pathi,MSN,http://msn.com/
Krutika-Pathi,MSN UK,http://msn.com/en-gb
Krutika-Pathi,The Economic Times,http://independent.co.uk/
Krutika-Pathi,The Independent,http://independent.co.uk/
Krutika-Pathi,The Washington Post,http://washingtonpost.com/
Krutika-Pathi,Time Magazine,http://time.com
Lu-Hai-Liang,TheGamer,http://independent.co.uk/
Lu-Hai-Liang,BBC,https://bbc.co.uk/
Lu-Hai-Liang,BBC Mundo,http://www.bbc.com/mundo
Lu-Hai-Liang,CNN,http://cnn.com
Lu-Hai-Liang,CNN Travel,https://cnn.com/travel
Lu-Hai-Liang,Medium,http://medium.com/
Lu-Hai-Liang,The Guardian,http://theguardian.com/
Lu-Hai-Liang,Business Insider,https://www.businessinsider.com/
Lu-Hai-Liang,Terra,http://terra.com.br
Lu-Hai-Liang,The Independent,http://independent.co.uk/
Lu-Hai-Liang,The Telegraph,https://www.telegraph.co.uk/
Nafiseh-Kohnavard,BBC,https://bbc.co.uk/
Nafiseh-Kohnavard,BBC Mundo,http://www.bbc.com/mundo
Nafiseh-Kohnavard,News Sniffer,http://newssniffer.co.uk
Phil-Kemp,BBC,https://bbc.co.uk/
Phil-Kemp,BBC Mundo,http://www.bbc.com/mundo
Phil-Kemp,The Guardian,http://theguardian.com/
Phil-Kemp,Insider Media,http://independent.co.uk/
Phil-Kemp,UK Tech News (UKTN),http://independent.co.uk/
Phil-Kemp,New Start Magazine,http://independent.co.uk/
Phil-Kemp,Yerepouni Daily News,http://yerepouni-news.com
Phil-Kemp,Tera News,http://independent.co.uk/
Katie-Smith,BBC,https://bbc.co.uk/
Katie-Smith,The Telegraph,https://www.telegraph.co.uk/
Katie-Smith,Bustle,http://independent.co.uk/
Katie-Smith,Yahoo Sport UK,http://independent.co.uk/
Katie-Smith,Morningstar,http://independent.co.uk/
Katie-Smith,Journal Pioneer,http://independent.co.uk/
Katie-Smith,Odyssey,http://independent.co.uk/
Katie-Smith,The Chronicle Herald,http://independent.co.uk/
Katie-Smith,"The Guardian (Charlottetown, PE)",http://independent.co.uk/
Katie-Smith,Cape Breton Post,http://independent.co.uk/
David-Delday,BBC,https://bbc.co.uk/
Huong-Ly,BBC,https://bbc.co.uk/
Kostas-Kallergis,BBC,https://bbc.co.uk/
Kostas-Kallergis,The Telegraph,https://www.telegraph.co.uk/
Kostas-Kallergis,Newsweek,http://newsweek.com
Kostas-Kallergis,Yerepouni Daily News,http://yerepouni-news.com
Joseph-Lee,The Telegraph,https://www.telegraph.co.uk/
Joseph-Lee,Tes,https://tes.com
Joseph-Lee,Flipboard,http://flipboard.com
Joseph-Lee,MDPI,http://independent.co.uk/
Joseph-Lee,Mother Jones,http://independent.co.uk/
Joseph-Lee,Royal Society of Chemistry,http://pubs.rsc.org
Joseph-Lee,The National,http://independent.co.uk/
Joseph-Lee,AsiaOne,http://independent.co.uk/
Joseph-Lee,Radio New Zealand (RNZ),https://rnz.co.nz/
Joseph-Lee,Law360,http://law360.com
Jillian-Stewart,BBC,https://bbc.co.uk/
Rob-England,BBC,https://bbc.co.uk/
Rob-England,Yahoo News,https://news.yahoo.com/
Rob-England,Correio Braziliense,http://correiobraziliense.com.br
Rob-England,Estado De Minas,http://em.com.br
Susie-Bearne,Brasil Online,https://bol.uol.com.br
Susie-Bearne,UOL,http://uol.com.br
Susie-Bearne,BBC,https://bbc.co.uk/
Susie-Bearne,BBC Mundo,http://www.bbc.com/mundo
Susie-Bearne,Época Negócios,http://epocanegocios.globo.com
Susie-Bearne,Revista Época,https://oglobo.globo.com/epoca/
Susie-Bearne,The Guardian,http://theguardian.com/
Susie-Bearne,Business Insider,https://www.businessinsider.com/
Susie-Bearne,MSN UK,http://msn.com/en-gb
Susie-Bearne,Terra,http://terra.com.br
Jessica-Bateman,BBC,https://bbc.co.uk/
Jessica-Bateman,O Globo,http://oglobo.globo.com
Jessica-Bateman,OneZero,https://onezero.medium.com/
Jessica-Bateman,Reuters,http://reuters.com/
Jessica-Bateman,The Guardian,http://theguardian.com/
Jessica-Bateman,Bloomberg News,http://bloomberg.com
Jessica-Bateman,Daily Mail,https://www.dailymail.co.uk/home/index.html
Jessica-Bateman,HuffPost,https://huffpost.com/
Jessica-Bateman,Terra,http://terra.com.br
Jessica-Bateman,The Independent,http://independent.co.uk/
Hannah-Price,UOL,http://uol.com.br
Hannah-Price,UOL Notícias,http://noticias.uol.com.br
Hannah-Price,BBC,https://bbc.co.uk/
Hannah-Price,BBC Mundo,http://www.bbc.com/mundo
Hannah-Price,G1,http://g1.globo.com
Hannah-Price,The New York Times,http://nytimes.com/
Hannah-Price,Nature,http://nature.com
Hannah-Price,Terra,http://terra.com.br
Hannah-Price,The Independent,http://independent.co.uk/
Hannah-Price,The Telegraph,https://www.telegraph.co.uk/
Pauline-Mason,BBC News,https://www.bbc.com/news
Pauline-Mason,BBC,https://bbc.co.uk/
Pauline-Mason,Lytham St Annes Express,http://independent.co.uk/
Ian-Rose,BBC News,https://www.bbc.com/news
Ian-Rose,BBC,https://bbc.co.uk/
Ian-Rose,BBC Mundo,http://www.bbc.com/mundo
Ian-Rose,Medium,http://medium.com/
Ian-Rose,WIRED Magazine,http://independent.co.uk/
Ian-Rose,Yahoo News,https://news.yahoo.com/
Ian-Rose,Yahoo Singapore,https://sg.news.yahoo.com/
Ian-Rose,Sydney Morning Herald,http://smh.com.au
Ian-Rose,Yahoo,https://yahoo.com/
Ian-Rose,Yahoo Finance,https://finance.yahoo.com/
Ian-Rose,Royal Society of Chemistry,http://pubs.rsc.org
Darin-Graham,BBC,https://bbc.co.uk/
Darin-Graham,Medium,http://medium.com/
Darin-Graham,The Guardian,http://theguardian.com/
Darin-Graham,Daily Mirror,http://mirror.co.uk/
Darin-Graham,HuffPost,https://huffpost.com/
Darin-Graham,Terra,http://terra.com.br
Darin-Graham,The Independent,http://independent.co.uk/
Darin-Graham,Yahoo Finance,https://finance.yahoo.com/
Darin-Graham,Euronews,http://euronews.com
Darin-Graham,PinkNews,http://independent.co.uk/
Darin-Graham,The South African,http://independent.co.uk/
Fernando-Duarte,BBC World Service,https://bbc.co.uk/worldserviceradio
Fernando-Duarte,UOL,http://uol.com.br
Fernando-Duarte,UOL Notícias,http://noticias.uol.com.br
Fernando-Duarte,BBC,https://bbc.co.uk/
Fernando-Duarte,BBC Mundo,http://www.bbc.com/mundo
Fernando-Duarte,BBC Sport,http://www.bbc.com/sport
Fernando-Duarte,CBN Radio,http://independent.co.uk/
Fernando-Duarte,Época Negócios,http://epocanegocios.globo.com
Fernando-Duarte,G1,http://g1.globo.com
Fernando-Duarte,O Globo,http://oglobo.globo.com
Fernando-Duarte,Revista Época,https://oglobo.globo.com/epoca/
Alison-Trowsdale,BBC,https://bbc.co.uk/
Alex-Newman,UOL,http://uol.com.br
Alex-Newman,BBC,https://bbc.co.uk/
Alex-Newman,Terra,http://terra.com.br
Alex-Newman,The Wall Street Journal,http://wsj.com/
Alex-Newman,Yahoo News,https://news.yahoo.com/
Alex-Newman,The (Toronto) Star,http://thestar.com/
Alex-Newman,The Conversation,http://theconversation.com
Alex-Newman,MDPI,http://independent.co.uk/
Alex-Newman,Patch,http://patch.com
Alex-Newman,The Epoch Times,https://www.theepochtimes.com/
Liam-Barnes,BBC,https://bbc.co.uk/
Liam-Barnes,BBC Mundo,http://www.bbc.com/mundo
Liam-Barnes,Terra,http://terra.com.br
Liam-Barnes,Yahoo,https://yahoo.com/
Liam-Barnes,Moz Blog,http://independent.co.uk/
Liam-Barnes,Business 2 Community,http://business2community.com
Liam-Barnes,El Imparcial,http://elimparcial.com
Liam-Barnes,The Sentinel (Stoke),http://independent.co.uk/
Liam-Barnes,Burton Mail,http://burtonmail.co.uk/
Liam-Barnes,Southeast Asia Globe,http://independent.co.uk/
Liam-Barnes,Property Report,http://independent.co.uk/
Lizzie-Massey,BBC,https://bbc.co.uk/
Lizzie-Massey,Daily Mirror,http://mirror.co.uk/
Lizzie-Massey,Dartford Messenger,http://independent.co.uk/
Lizzie-Massey,East Kent Mercury,http://independent.co.uk/
Lizzie-Massey,Gravesend Messenger,http://independent.co.uk/
Lizzie-Massey,Kent Business,http://independent.co.uk/
Lizzie-Massey,Kent Messenger,http://independent.co.uk/
Lizzie-Massey,Kent Online,http://independent.co.uk/
Lizzie-Massey,Kentish Gazette,http://independent.co.uk/
Lizzie-Massey,Medway Messenger,http://independent.co.uk/
Lizzie-Massey,Sheerness Times Guardian,http://independent.co.uk/
Raphael-Sheridan,BBC,https://bbc.co.uk/
Sue-Paz,BBC,https://bbc.co.uk/
Sofia-Bettiza,BBC,https://bbc.co.uk/
Sofia-Bettiza,Revista Época,https://oglobo.globo.com/epoca/
Sofia-Bettiza,Terra,http://terra.com.br
Sofia-Bettiza,Yahoo,https://yahoo.com/
Sofia-Bettiza,El Imparcial,http://elimparcial.com
Sofia-Bettiza,Yahoo Brazil,http://br.yahoo.com
Charlie-Haynes,BBC,https://bbc.co.uk/
Charlie-Haynes,HARDtalk,http://independent.co.uk/
Charlie-Haynes,The Times,http://thetimes.co.uk/
Charlie-Haynes,Business North Harbour,http://independent.co.uk/
Charlotte-Payne,BBC,https://bbc.co.uk/
Charlotte-Payne,The Independent,http://independent.co.uk/
Aileen-Moynagh,BBC,https://bbc.co.uk/
Aled-ap-Dafydd,BBC,https://bbc.co.uk/
Aled-ap-Dafydd,Daily Post,http://independent.co.uk/
Sally-McNair,BBC,https://bbc.co.uk/
Owen-Pinnell,BBC,https://bbc.co.uk/
Maha-Yahya,BBC,https://bbc.co.uk/
Maha-Yahya,HuffPost,https://huffpost.com/
Maha-Yahya,Royal Society of Chemistry,http://pubs.rsc.org
Maha-Yahya,Foreign Affairs,http://independent.co.uk/
Maha-Yahya,Atlantic Council,http://independent.co.uk/
Maha-Yahya,World Politics Review,http://independent.co.uk/
Maha-Yahya,RealClear World,http://independent.co.uk/
Maha-Yahya,Dehai News,http://independent.co.uk/
Shivani-Dave,The Guardian,http://theguardian.com/
Shivani-Dave,Virgin Radio UK,http://independent.co.uk/
Shivani-Dave,The Log Books Podcast,http://independent.co.uk/
Shivani-Dave,Apple Events,http://independent.co.uk/
Shivani-Dave,UOL,http://uol.com.br
Shivani-Dave,BBC,https://bbc.co.uk/
Shivani-Dave,Thomson Reuters Foundation News,http://independent.co.uk/
Shivani-Dave,Acast,http://independent.co.uk/
Shivani-Dave,Stylist Magazine,http://stylist.co.uk
Shivani-Dave,"I, Science",http://independent.co.uk/
Shivani-Dave,Kajal Magazine,http://independent.co.uk/
Dooshima-Abu,BBC,https://bbc.co.uk/
Dooshima-Abu,Blueprint,http://independent.co.uk/
Tomos-Morgan,BBC,https://bbc.co.uk/
Tomos-Morgan,Royal Society of Chemistry,http://pubs.rsc.org
Ben-Sutherland,BBC,https://bbc.co.uk/
Ben-Sutherland,BBC Mundo,http://www.bbc.com/mundo
Ben-Sutherland,Entrepreneur Magazine,http://independent.co.uk/
Ben-Sutherland,The Drum,http://thedrum.com/
Ben-Sutherland,Runner's World,http://independent.co.uk/
Ben-Sutherland,Campaign (UK),http://campaignlive.co.uk/
Ben-Sutherland,GIGAZINE,http://independent.co.uk/
Ben-Sutherland,InsideHook,http://independent.co.uk/
Ben-Sutherland,Boxing Insider,http://independent.co.uk/
Ben-Sutherland,Boxing News 24/7,http://independent.co.uk/
Ben-Truslove,BBC,https://bbc.co.uk/
Ben-Truslove,The Garden,http://independent.co.uk/
Naziru-Mikailu,BBC,https://bbc.co.uk/
Naziru-Mikailu,WN.com,http://independent.co.uk/
Naziru-Mikailu,AllAfrica,http://allafrica.com
Naziru-Mikailu,Daily Trust,http://independent.co.uk/
Jim-Muir,BBC,https://bbc.co.uk/
Jim-Muir,LSE Connect,http://independent.co.uk/
Jim-Muir,The New Arab,http://independent.co.uk/
Jim-Muir,New Statesman,http://newstatesman.com/
Jim-Muir,The Southern Illinoisan,http://independent.co.uk/
Jim-Muir,RidersWest,http://independent.co.uk/
Richard-Hooper,BBC,https://bbc.co.uk/
Richard-Hooper,BBC Mundo,http://www.bbc.com/mundo
Richard-Hooper,The Guardian,http://theguardian.com/
Richard-Hooper,Color Research & Application,https://onlinelibrary.wiley.com/journal/15206378
Richard-Hooper,PLOS Medicine,http://independent.co.uk/
Richard-Hooper,Memory Studies,https://journals.sagepub.com/home/mss
Richard-Hooper,BMJ Quality & Safety,http://independent.co.uk/
Richard-Hooper,Thorax,http://independent.co.uk/
Richard-Hooper,Journal of Public Health,http://independent.co.uk/
Richard-Hooper,The Lancet,http://independent.co.uk/
Angus-Moorat,BBC Radio Surrey,http://independent.co.uk/
Angus-Moorat,BBC Radio Sussex,http://independent.co.uk/
Paul-Keaveny,The Conversation,http://theconversation.com
Paul-Keaveny,BBC,https://bbc.co.uk/
Paul-Keaveny,The Independent,http://independent.co.uk/
Paul-Keaveny,The Sun,http://thesun.co.uk/
Paul-Keaveny,Down To Earth,http://independent.co.uk/
Paul-Keaveny,Bury Times,http://independent.co.uk/
Philippa-Roxby,BBC,https://bbc.co.uk/
Philippa-Roxby,UOL,http://uol.com.br
Philippa-Roxby,BBC Mundo,http://www.bbc.com/mundo
Philippa-Roxby,G1,http://g1.globo.com
Philippa-Roxby,Revista Época,https://oglobo.globo.com/epoca/
Philippa-Roxby,MSN Canada,http://msn.com/en-ca
Philippa-Roxby,Terra,http://terra.com.br
Philippa-Roxby,La Nación (Argentina),http://lanacion.com.ar
Philippa-Roxby,Yahoo,https://yahoo.com/
Philippa-Roxby,Estado De Minas,http://em.com.br
Philippa-Roxby,Flipboard,http://flipboard.com
Sian-Davies,BBC Radio Tees,http://independent.co.uk/
Sian-Davies,BBC,https://bbc.co.uk/
Sian-Davies,The Guardian,http://theguardian.com/
Sian-Davies,Color Research & Application,https://onlinelibrary.wiley.com/journal/15206378
Sian-Davies,The Conversation,http://theconversation.com
Sian-Davies,Agenda (World Economic Forum),https://weforum.org/agenda
Sian-Davies,MDPI,http://independent.co.uk/
Sian-Davies,The Epoch Times,https://www.theepochtimes.com/
Sian-Davies,Southern Daily Echo,http://independent.co.uk/
Sian-Davies,East London & West Essex Guardian Series,http://independent.co.uk/
Sian-Davies,Monmouthshire County Life,http://independent.co.uk/
Dan-Macadam,BBC,https://bbc.co.uk/
Elizabeth-Cassin,BBC,https://bbc.co.uk/
Elizabeth-Cassin,The Guardian,http://theguardian.com/
Elizabeth-Cassin,The Guardian Australia,https://theguardian.com/au
Elizabeth-Cassin,Flipboard,http://flipboard.com
Henri-Astier,BBC,https://bbc.co.uk/
Henri-Astier,Medium,http://medium.com/
Henri-Astier,Contrepoints,http://independent.co.uk/
Henri-Astier,The Times Literary Supplement,http://independent.co.uk/
Henri-Astier,RealClear World,http://independent.co.uk/
Henri-Astier,CapX,http://independent.co.uk/
Henri-Astier,The Critic Magazine (UK),http://independent.co.uk/
Henri-Astier,Timworld.info,http://independent.co.uk/
Henri-Astier,Persuasion,http://independent.co.uk/
Philippa-Fogarty,BBC,https://bbc.co.uk/
Philippa-Fogarty,UOL,http://uol.com.br
Philippa-Fogarty,Época Negócios,http://epocanegocios.globo.com
Philippa-Fogarty,G1,http://g1.globo.com
Philippa-Fogarty,Yahoo,https://yahoo.com/
Bela-Shah,Sky Sports,http://independent.co.uk/
Bela-Shah,Channel 5,http://independent.co.uk/
Fiona-Walker,BBC,https://bbc.co.uk/
Fiona-Walker,Daily Mail,https://www.dailymail.co.uk/home/index.html
Fiona-Walker,heart,http://independent.co.uk/
Fiona-Walker,Female First,http://independent.co.uk/
Fiona-Walker,Jersey Evening Post,http://independent.co.uk/
Ian-Murphy,BBC,https://bbc.co.uk/
Ian-Murphy,Daily Mail,https://www.dailymail.co.uk/home/index.html
Ian-Murphy,Daily Mirror,http://mirror.co.uk/
Ian-Murphy,The Sun,http://thesun.co.uk/
Ian-Murphy,News.com.au,http://independent.co.uk/
Ian-Murphy,British Journal of Sports Medicine,http://bjsm.bmj.com/
Ian-Murphy,HuffPost UK,http://huffingtonpost.co.uk
Ian-Murphy,Birmingham Live,http://birminghammail.co.uk
Ian-Murphy,Coventry Live,http://coventrytelegraph.net/
Ian-Murphy,Leicester Mercury,http://independent.co.uk/
Steve-Duffy,Monthly Prescribing Reference,http://independent.co.uk/
Steve-Duffy,Oncology Nurse Advisor,http://independent.co.uk/
Steve-Duffy,Facebook,http://independent.co.uk/
Steve-Duffy,BBC,https://bbc.co.uk/
Steve-Duffy,Liverpool Echo,http://liverpoolecho.co.uk
Steve-Duffy,Cape Cod Times,http://independent.co.uk/
Steve-Duffy,The Standard-Times,http://independent.co.uk/
Steve-Duffy,The Clinical Advisor,http://independent.co.uk/
Steve-Duffy,Edge Media Network,http://independent.co.uk/
Steve-Duffy,Psychiatry Advisor,http://independent.co.uk/
Steve-Duffy,Cancer Therapy Advisor,http://independent.co.uk/
Steve-Duffy,Renal & Urology News,http://independent.co.uk/
Sherie-Ryder,BBC,https://bbc.co.uk/
Sherie-Ryder,Terra,http://terra.com.br
Jodie-Halford,BBC,https://bbc.co.uk/
Hugh-Sykes,BBC,https://bbc.co.uk/
Hugh-Sykes,The Yorkshire Post,http://independent.co.uk/
Hugh-Sykes,ConservativeHome,http://independent.co.uk/
Edward-Stourton,BBC,https://bbc.co.uk/
Edward-Stourton,Daily Mail,https://www.dailymail.co.uk/home/index.html
Edward-Stourton,The Telegraph,https://www.telegraph.co.uk/
Edward-Stourton,RTÉ,http://independent.co.uk/
Edward-Stourton,The Tablet,http://independent.co.uk/
Nick-Watt,CNN,http://cnn.com
Nick-Watt,BBC,https://bbc.co.uk/
Nick-Watt,CNN en Español,http://cnnespanol.cnn.com/
Nick-Watt,MSN,http://msn.com/
Nick-Watt,MSN Canada,http://msn.com/en-ca
Nick-Watt,Yahoo News,https://news.yahoo.com/
Nick-Watt,ABC News,http://abcnews.go.com
Nick-Watt,ABC NewsOne,http://independent.co.uk/
Nick-Watt,CTV News,http://independent.co.uk/
Nick-Watt,St. Louis Post-Dispatch,http://independent.co.uk/
Nick-Watt,"WJXT-TV (Jacksonville, FL)",http://independent.co.uk/
Mat-Trewern,BBC,https://bbc.co.uk/
Mat-Trewern,News Sniffer,http://newssniffer.co.uk
Jon-Manel,BBC World Service,https://bbc.co.uk/worldserviceradio
Jon-Manel,BBC,https://bbc.co.uk/
Jon-Manel,HuffPost UK,http://huffingtonpost.co.uk
Sameer-Hashmi,BBC,https://bbc.co.uk/
Sameer-Hashmi,UOL,http://uol.com.br
Sameer-Hashmi,UOL Notícias,http://noticias.uol.com.br
Sameer-Hashmi,BBC Mundo,http://www.bbc.com/mundo
Sameer-Hashmi,Terra,http://terra.com.br
Sameer-Hashmi,Yahoo News,https://news.yahoo.com/
Sameer-Hashmi,Yahoo,https://yahoo.com/
Sameer-Hashmi,Yahoo Sports Hockey Podcast,http://independent.co.uk/
Sameer-Hashmi,El Imparcial,http://elimparcial.com
Sameer-Hashmi,La Prensa Gráfica,http://laprensagrafica.com
Sameer-Hashmi,Yahoo Brazil,http://br.yahoo.com
Ellis-Palmer,BBC World Service,https://bbc.co.uk/worldserviceradio
Ellis-Palmer,BBC,https://bbc.co.uk/
Ellis-Palmer,BBC Radio 5 Live,https://bbc.co.uk/5live
Ellis-Palmer,Metro (UK),http://metro.co.uk
Daniel-Kraemer,BBC,https://bbc.co.uk/
Daniel-Kraemer,BBC Mundo,http://www.bbc.com/mundo
Daniel-Kraemer,The Independent,http://independent.co.uk/
Daniel-Kraemer,"WBBM-TV (Chicago, IL)",http://independent.co.uk/
Daniel-Kraemer,Yahoo News,https://news.yahoo.com/
Daniel-Kraemer,La Nación (Argentina),http://lanacion.com.ar
Daniel-Kraemer,The Times,http://thetimes.co.uk/
Daniel-Kraemer,Yahoo,https://yahoo.com/
Daniel-Kraemer,Estado De Minas,http://em.com.br
Daniel-Kraemer,Evening Standard,http://standard.co.uk/
Daniel-Kraemer,Yahoo Sports Canada,https://ca.sports.yahoo.com
Gavin-Lee,Pro Hockey Rumors,http://independent.co.uk/
Gavin-Lee,BBC,https://bbc.co.uk/
Gavin-Lee,MSN,http://msn.com/
Gavin-Lee,MSN Canada,http://msn.com/en-ca
Gavin-Lee,MSN UK,http://msn.com/en-gb
Gavin-Lee,Taylor & Francis,https://tandfonline.com/
Gavin-Lee,Bleacher Report,http://bleacherreport.com
Gavin-Lee,Collider,http://independent.co.uk/
Gavin-Lee,BroadwayWorld.com,http://independent.co.uk/
Gavin-Lee,eLife,http://independent.co.uk/
Gavin-Lee,MLB Trade Rumors,http://independent.co.uk/
Mary-Halton,UOL,http://uol.com.br
Mary-Halton,BBC,https://bbc.co.uk/
Mary-Halton,BBC Mundo,http://www.bbc.com/mundo
Mary-Halton,Época Negócios,http://epocanegocios.globo.com
Mary-Halton,Medium,http://medium.com/
Mary-Halton,Broadly,http://independent.co.uk/
Mary-Halton,Gizmodo,http://independent.co.uk/
Mary-Halton,TED,http://independent.co.uk/
Mary-Halton,TED Ideas Blog,http://independent.co.uk/
Mary-Halton,VICE,http://vice.com/
Naomi-Pallas,BBC,https://bbc.co.uk/
Naomi-Pallas,BBC Mundo,http://www.bbc.com/mundo
Naomi-Pallas,The Japan Times,http://independent.co.uk/
Naomi-Pallas,Time Out New York Kids,http://independent.co.uk/
Naomi-Pallas,The Martha's Vineyard Times,http://independent.co.uk/
Emma-Saunders,Football Daily,http://independent.co.uk/
Emma-Saunders,BBC,https://bbc.co.uk/
Emma-Saunders,Yahoo News,https://news.yahoo.com/
Emma-Saunders,Yahoo Sports Canada,https://ca.sports.yahoo.com
Emma-Saunders,People Management,http://independent.co.uk/
Emma-Saunders,The Lady Magazine,http://independent.co.uk/
Emma-Saunders,Birmingham Business Post,http://independent.co.uk/
Emma-Saunders,Knowledia,http://independent.co.uk/
Catherine-Burns,BBC,https://bbc.co.uk/
Catherine-Burns,Daily Mail,https://www.dailymail.co.uk/home/index.html
Catherine-Burns,HuffPost,https://huffpost.com/
Catherine-Burns,Memory Studies,https://journals.sagepub.com/home/mss
Catherine-Burns,Educational Studies,http://tandfonline.com
Catherine-Burns,Glassdoor Blog,http://independent.co.uk/
Catherine-Burns,OZY,http://independent.co.uk/
Catherine-Burns,Powell's Books Blog,http://independent.co.uk/
Catherine-Burns,Guernica Mag,http://independent.co.uk/
Catherine-Burns,Literary Hub,http://independent.co.uk/
Hugh-Fearnley-Whittingstall,BBC,https://bbc.co.uk/
Hugh-Fearnley-Whittingstall,The Guardian,http://theguardian.com/
Hugh-Fearnley-Whittingstall,Daily Mail,https://www.dailymail.co.uk/home/index.html
Hugh-Fearnley-Whittingstall,Daily Mirror,http://mirror.co.uk/
Hugh-Fearnley-Whittingstall,The Independent,http://independent.co.uk/
Hugh-Fearnley-Whittingstall,The Telegraph,https://www.telegraph.co.uk/
Hugh-Fearnley-Whittingstall,Financial Times,http://ft.com/
Hugh-Fearnley-Whittingstall,The Times,http://thetimes.co.uk/
Hugh-Fearnley-Whittingstall,Stuff.co.nz,http://stuff.co.nz
Hugh-Fearnley-Whittingstall,Delicious. Magazine,http://independent.co.uk/
Cindy-Sui,BBC,https://bbc.co.uk/
Cindy-Sui,BBC Mundo,http://www.bbc.com/mundo
Cindy-Sui,Revista Época,https://oglobo.globo.com/epoca/
Cindy-Sui,Terra,http://terra.com.br
Cindy-Sui,Yahoo News,https://news.yahoo.com/
Cindy-Sui,NBC News,http://nbcnews.com
Cindy-Sui,Yahoo,https://yahoo.com/
Cindy-Sui,The Globe and Mail,http://theglobeandmail.com
Cindy-Sui,Yahoo Brazil,http://br.yahoo.com
Cindy-Sui,Inkstone,http://independent.co.uk/
Cindy-Sui,Yerepouni Daily News,http://yerepouni-news.com
